ncessch,ncesag,county,zip,locale,title1_status,total_n,fr_lnch_n,red_lnch_n,pupil_tch_ratio,ipr_est,leaid,st_schid,lea_name,lea_cwiftest,sch_name,p_american_indian_alaska_native,p_asian,p_native_hawaiian_pacific_islander,p_black_african_american,p_hispanic_latino,p_white,p_multiracial,fr_lnch_prop,red_lnch_prop,enrl_grd,percent_level_4,percent_level_3,percent_level_2,percent_level_1,sch_percent_level_4,sch_percent_level_3,sch_percent_level_2,sch_percent_level_1,under_25,under_50,under_75,under_100,under_200,over_200,percent_less_than_9th_grade,percent_high_school_graduate_or_higher,percent_bachelors_degree_or_higher,percent_associates_degree,percent_graduate_or_professional_degree,percent_bachelors_degree,percent_high_school_graduate,percent_9th_to_12th_grade_no_diploma,percent_some_college,median_income,median_rent
411004001581,4110040,Multnomah County,97209,11-City: Large,6-Not eligible for either TAS or SWP,140,NA,NA,19.61,710,4110040,3991,Portland School District,0.999,Emerson School,0,0.01399,0,0.01399,0.0979,0.70629,0.16783,NA,NA,5,50,36.4,9.1,4.5,56.9,26.4,11.1,5.6,0.18112947658402204,0.19490358126721763,0.14049586776859505,0.1115702479338843,0.22245179063360881,0.1494490358126722,0.2,97.9,68.2,4.7,24.9,34.2,8.3,3.2,19.9,30168,1094
411082000782,4110820,Marion County,97301,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,356,221,33,20.06,232,4110820,736,Salem-Keizer School District,0.902,Englewood Elementary School,0.01359,0.01087,0.01087,0.03261,0.30978,0.55978000000000006,0.0625,0.6207865168539326,0.09269662921348315,3,16.7,31.7,23.3,28.3,19,36.5,18,26.5,0.30519176800748365,0.3468194574368569,0.18007483629560336,0.0872310570626754,0.072731524789522925,0.007951356407857811,9.9,79.7,14.4,8,4.8,10.7,28.4,12,25.4,25685,879
411082000782,4110820,Marion County,97301,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,356,221,33,20.06,232,4110820,736,Salem-Keizer School District,0.902,Englewood Elementary School,0.01359,0.01087,0.01087,0.03261,0.30978,0.55978000000000006,0.0625,0.6207865168539326,0.09269662921348315,4,30.2,30.2,15.1,24.5,19,36.5,18,26.5,0.30519176800748365,0.3468194574368569,0.18007483629560336,0.0872310570626754,0.072731524789522925,0.007951356407857811,9.9,79.7,14.4,8,4.8,10.7,28.4,12,25.4,25685,879
411082000782,4110820,Marion County,97301,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,356,221,33,20.06,232,4110820,736,Salem-Keizer School District,0.902,Englewood Elementary School,0.01359,0.01087,0.01087,0.03261,0.30978,0.55978000000000006,0.0625,0.6207865168539326,0.09269662921348315,5,13.2,44.7,15.8,26.3,19,36.5,18,26.5,0.30519176800748365,0.3468194574368569,0.18007483629560336,0.0872310570626754,0.072731524789522925,0.007951356407857811,9.9,79.7,14.4,8,4.8,10.7,28.4,12,25.4,25685,879
410198001603,4101980,Deschutes County,97701,13-City: Small,5-Eligible for Title I SWP provides SWP program,208,134,15,14.75,298,4101980,4129,Bend-La Pine Administrative School District,0.917,Ensworth Elementary School,0.01471,0,0,0.01471,0.20098,0.71569,0.05392,0.6442307692307693,0.07211538461538461,3,53.8,15.4,19.2,11.5,27.6,33.3,21.8,17.2,0.16774625865534956,0.19968729059638152,0.1489836944382399,0.12843421934331026,0.2512843421934331,0.10386419477328568,1.5,95.5,41.8,9.8,16.3,24.3,18.9,4.1,28,28563,1061
410198001603,4101980,Deschutes County,97701,13-City: Small,5-Eligible for Title I SWP provides SWP program,208,134,15,14.75,298,4101980,4129,Bend-La Pine Administrative School District,0.917,Ensworth Elementary School,0.01471,0,0,0.01471,0.20098,0.71569,0.05392,0.6442307692307693,0.07211538461538461,4,20,30,30,20,27.6,33.3,21.8,17.2,0.16774625865534956,0.19968729059638152,0.1489836944382399,0.12843421934331026,0.2512843421934331,0.10386419477328568,1.5,95.5,41.8,9.8,16.3,24.3,18.9,4.1,28,28563,1061
410198001603,4101980,Deschutes County,97701,13-City: Small,5-Eligible for Title I SWP provides SWP program,208,134,15,14.75,298,4101980,4129,Bend-La Pine Administrative School District,0.917,Ensworth Elementary School,0.01471,0,0,0.01471,0.20098,0.71569,0.05392,0.6442307692307693,0.07211538461538461,5,12.9,51.6,16.1,19.4,27.6,33.3,21.8,17.2,0.16774625865534956,0.19968729059638152,0.1489836944382399,0.12843421934331026,0.2512843421934331,0.10386419477328568,1.5,95.5,41.8,9.8,16.3,24.3,18.9,4.1,28,28563,1061
410508001148,4105080,Wallowa County,97828,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,212,56,22,14.7,239,4105080,1090,Enterprise School District,0.891,Enterprise Elementary School,0,0,0,0,0.05825,0.88835,0.0534,0.2641509433962264,0.10377358490566038,3,18.2,27.3,30.3,24.2,16.3,39,22.8,22,0.24358974358974358,0.24358974358974358,0.21794871794871795,0.10256410256410256,0.19230769230769232,0,3.1,93.3,27.9,10.2,9.3,14.7,35.5,5,27.5,24201,676
410508001148,4105080,Wallowa County,97828,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,212,56,22,14.7,239,4105080,1090,Enterprise School District,0.891,Enterprise Elementary School,0,0,0,0,0.05825,0.88835,0.0534,0.2641509433962264,0.10377358490566038,4,6.7,43.3,16.7,33.3,16.3,39,22.8,22,0.24358974358974358,0.24358974358974358,0.21794871794871795,0.10256410256410256,0.19230769230769232,0,3.1,93.3,27.9,10.2,9.3,14.7,35.5,5,27.5,24201,676
410508001148,4105080,Wallowa County,97828,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,212,56,22,14.7,239,4105080,1090,Enterprise School District,0.891,Enterprise Elementary School,0,0,0,0,0.05825,0.88835,0.0534,0.2641509433962264,0.10377358490566038,5,16.7,33.3,33.3,16.7,16.3,39,22.8,22,0.24358974358974358,0.24358974358974358,0.21794871794871795,0.10256410256410256,0.19230769230769232,0,3.1,93.3,27.9,10.2,9.3,14.7,35.5,5,27.5,24201,676
410508001148,4105080,Wallowa County,97828,43-Rural: Remote,5-Eligible for Title I SWP provides SWP program,212,56,22,14.7,239,4105080,1090,Enterprise School District,0.891,Enterprise Elementary School,0,0,0,0,0.05825,0.88835,0.0534,0.2641509433962264,0.10377358490566038,6,23.3,53.3,10,13.3,16.3,39,22.8,22,0.24358974358974358,0.24358974358974358,0.21794871794871795,0.10256410256410256,0.19230769230769232,0,3.1,93.3,27.9,10.2,9.3,14.7,35.5,5,27.5,24201,676
410508001149,4105080,Wallowa County,97828,43-Rural: Remote,6-Not eligible for either TAS or SWP,214,40,23,16.72,239,4105080,1091,Enterprise School District,0.891,Enterprise High School,0,0,0,0,0.04,0.925,0.035,0.18691588785046728,0.10747663551401869,7,14.3,60.7,17.9,7.1,34.3,40.2,19.6,5.9,0.24358974358974358,0.24358974358974358,0.21794871794871795,0.10256410256410256,0.19230769230769232,0,3.1,93.3,27.9,10.2,9.3,14.7,35.5,5,27.5,24201,676
410508001149,4105080,Wallowa County,97828,43-Rural: Remote,6-Not eligible for either TAS or SWP,214,40,23,16.72,239,4105080,1091,Enterprise School District,0.891,Enterprise High School,0,0,0,0,0.04,0.925,0.035,0.18691588785046728,0.10747663551401869,8,34.2,42.1,15.8,7.9,34.3,40.2,19.6,5.9,0.24358974358974358,0.24358974358974358,0.21794871794871795,0.10256410256410256,0.19230769230769232,0,3.1,93.3,27.9,10.2,9.3,14.7,35.5,5,27.5,24201,676
410123001653,4101230,Polk County,97101,42-Rural: Distant,6-Not eligible for either TAS or SWP,38,NA,NA,10.13,375,4101230,4505,Amity School District,0.955,Eola Hills Charter School,0.0303,0,0,0.0303,0.15152,0.72727,0.06061,NA,NA,3,NA,NA,NA,NA,20,6.7,13.3,60,0.17073170731707318,0.21680216802168023,0.18699186991869918,0.14905149051490515,0.21951219512195122,0.056910569105691054,1.8,90.7,21.4,9.6,7.2,11.6,33.1,5.3,29.9,26256,870
410123001653,4101230,Polk County,97101,42-Rural: Distant,6-Not eligible for either TAS or SWP,38,NA,NA,10.13,375,4101230,4505,Amity School District,0.955,Eola Hills Charter School,0.0303,0,0,0.0303,0.15152,0.72727,0.06061,NA,NA,4,NA,NA,NA,NA,20,6.7,13.3,60,0.17073170731707318,0.21680216802168023,0.18699186991869918,0.14905149051490515,0.21951219512195122,0.056910569105691054,1.8,90.7,21.4,9.6,7.2,11.6,33.1,5.3,29.9,26256,870
410123001653,4101230,Polk County,97101,42-Rural: Distant,6-Not eligible for either TAS or SWP,38,NA,NA,10.13,375,4101230,4505,Amity School District,0.955,Eola Hills Charter School,0.0303,0,0,0.0303,0.15152,0.72727,0.06061,NA,NA,5,NA,NA,NA,NA,20,6.7,13.3,60,0.17073170731707318,0.21680216802168023,0.18699186991869918,0.14905149051490515,0.21951219512195122,0.056910569105691054,1.8,90.7,21.4,9.6,7.2,11.6,33.1,5.3,29.9,26256,870
410123001653,4101230,Polk County,97101,42-Rural: Distant,6-Not eligible for either TAS or SWP,38,NA,NA,10.13,375,4101230,4505,Amity School District,0.955,Eola Hills Charter School,0.0303,0,0,0.0303,0.15152,0.72727,0.06061,NA,NA,6,NA,NA,NA,NA,20,6.7,13.3,60,0.17073170731707318,0.21680216802168023,0.18699186991869918,0.14905149051490515,0.21951219512195122,0.056910569105691054,1.8,90.7,21.4,9.6,7.2,11.6,33.1,5.3,29.9,26256,870
410123001653,4101230,Polk County,97101,42-Rural: Distant,6-Not eligible for either TAS or SWP,38,NA,NA,10.13,375,4101230,4505,Amity School District,0.955,Eola Hills Charter School,0.0303,0,0,0.0303,0.15152,0.72727,0.06061,NA,NA,7,NA,NA,NA,NA,20,6.7,13.3,60,0.17073170731707318,0.21680216802168023,0.18699186991869918,0.14905149051490515,0.21951219512195122,0.056910569105691054,1.8,90.7,21.4,9.6,7.2,11.6,33.1,5.3,29.9,26256,870
410123001653,4101230,Polk County,97101,42-Rural: Distant,6-Not eligible for either TAS or SWP,38,NA,NA,10.13,375,4101230,4505,Amity School District,0.955,Eola Hills Charter School,0.0303,0,0,0.0303,0.15152,0.72727,0.06061,NA,NA,8,NA,NA,NA,NA,20,6.7,13.3,60,0.17073170731707318,0.21680216802168023,0.18699186991869918,0.14905149051490515,0.21951219512195122,0.056910569105691054,1.8,90.7,21.4,9.6,7.2,11.6,33.1,5.3,29.9,26256,870
410192001301,4101920,Washington County,97007,21-Suburb: Large,6-Not eligible for either TAS or SWP,467,134,44,18.2,411,4101920,1161,Beaverton School District,1.051,Errol Hassell Elementary School,0,0.07243,0.00701,0.02804,0.21028,0.58411,0.09813,0.28693790149892934,0.09421841541755889,3,20.8,33.8,31.2,14.3,31.8,29.2,23.7,15.3,0.12158590308370044,0.15704845814977975,0.13370044052863436,0.1237885462555066,0.3107929515418502,0.15308370044052863,3.9,92.3,42.1,10.1,14.5,26.8,20,4,23.2,34401,1183
410192001301,4101920,Washington County,97007,21-Suburb: Large,6-Not eligible for either TAS or SWP,467,134,44,18.2,411,4101920,1161,Beaverton School District,1.051,Errol Hassell Elementary School,0,0.07243,0.00701,0.02804,0.21028,0.58411,0.09813,0.28693790149892934,0.09421841541755889,4,40.5,25.7,18.9,14.9,31.8,29.2,23.7,15.3,0.12158590308370044,0.15704845814977975,0.13370044052863436,0.1237885462555066,0.3107929515418502,0.15308370044052863,3.9,92.3,42.1,10.1,14.5,26.8,20,4,23.2,34401,1183
410192001301,4101920,Washington County,97007,21-Suburb: Large,6-Not eligible for either TAS or SWP,467,134,44,18.2,411,4101920,1161,Beaverton School District,1.051,Errol Hassell Elementary School,0,0.07243,0.00701,0.02804,0.21028,0.58411,0.09813,0.28693790149892934,0.09421841541755889,5,34.1,28.2,21.2,16.5,31.8,29.2,23.7,15.3,0.12158590308370044,0.15704845814977975,0.13370044052863436,0.1237885462555066,0.3107929515418502,0.15308370044052863,3.9,92.3,42.1,10.1,14.5,26.8,20,4,23.2,34401,1183
410470000143,4104700,Clackamas County,97023,31-Town: Fringe,6-Not eligible for either TAS or SWP,482,190,49,21.07,313,4104700,135,Estacada School District,0.972,Estacada High School,0.0086,0.00645,0,0.00215,0.1828,0.76129,0.03871,0.3941908713692946,0.1016597510373444,NA,NA,NA,NA,NA,54.9,29.2,8,8,0.1702755905511811,0.2076771653543307,0.19291338582677164,0.15846456692913385,0.23622047244094488,0.034448818897637797,2.6,88,17.6,10,6.4,9.3,33.9,8.7,32.8,34855,1145
410470000142,4104700,Clackamas County,97023,31-Town: Fringe,6-Not eligible for either TAS or SWP,392,159,38,21.56,297,4104700,134,Estacada School District,0.972,Estacada Middle School,0.00481,0.01202,0,0.0024,0.16346,0.7524,0.0649,0.40561224489795916,0.09693877551020408,6,13.7,35.1,28.2,22.9,10.3,29.5,26.4,33.8,0.1702755905511811,0.2076771653543307,0.19291338582677164,0.15846456692913385,0.23622047244094488,0.034448818897637797,2.6,88,17.6,10,6.4,9.3,33.9,8.7,32.8,34855,1145
410470000142,4104700,Clackamas County,97023,31-Town: Fringe,6-Not eligible for either TAS or SWP,392,159,38,21.56,297,4104700,134,Estacada School District,0.972,Estacada Middle School,0.00481,0.01202,0,0.0024,0.16346,0.7524,0.0649,0.40561224489795916,0.09693877551020408,7,11.6,26.8,23.2,38.4,10.3,29.5,26.4,33.8,0.1702755905511811,0.2076771653543307,0.19291338582677164,0.15846456692913385,0.23622047244094488,0.034448818897637797,2.6,88,17.6,10,6.4,9.3,33.9,8.7,32.8,34855,1145
410470000142,4104700,Clackamas County,97023,31-Town: Fringe,6-Not eligible for either TAS or SWP,392,159,38,21.56,297,4104700,134,Estacada School District,0.972,Estacada Middle School,0.00481,0.01202,0,0.0024,0.16346,0.7524,0.0649,0.40561224489795916,0.09693877551020408,8,4.7,25.5,27.4,42.5,10.3,29.5,26.4,33.8,0.1702755905511811,0.2076771653543307,0.19291338582677164,0.15846456692913385,0.23622047244094488,0.034448818897637797,2.6,88,17.6,10,6.4,9.3,33.9,8.7,32.8,34855,1145
410474000567,4104740,Lane County,97405,41-Rural: Fringe,6-Not eligible for either TAS or SWP,168,126,12,10.65,360,4104740,537,Eugene School District,0.879,Eugene Education Options,0.0202,0.0101,0,0.0303,0.26263,0.55556,0.12121,0.75,0.07142857142857142,NA,NA,NA,NA,NA,18.2,30.3,27.3,24.2,0.19665585225854754,0.1761916645869728,0.13825804841527328,0.12103818317943599,0.2530571499875218,0.11479910157224857,1.2,95.2,53.6,7.9,27.7,29.3,13.1,2.4,22,23662,921
410690000465,4106900,Josephine County,97523,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,401,310,29,23.59,152,4106900,443,Three Rivers School District,0.836,Evergreen Elementary School,0.00494,0,0.00247,0.00494,0.13827,0.77531,0.07407,0.773067331670823,0.07231920199501247,3,14.8,23.5,29.6,32.1,15.2,27.8,26.5,30.5,0.20921726408193123,0.2553035844915874,0.17922457937088515,0.14045354791514264,0.18215069495245062,0.033650329188002925,1.1,87.6,13.5,15.6,4.7,9.3,34.5,16.5,25.1,21057,847
410690000465,4106900,Josephine County,97523,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,401,310,29,23.59,152,4106900,443,Three Rivers School District,0.836,Evergreen Elementary School,0.00494,0,0.00247,0.00494,0.13827,0.77531,0.07407,0.773067331670823,0.07231920199501247,4,15.7,32.9,22.9,28.6,15.2,27.8,26.5,30.5,0.20921726408193123,0.2553035844915874,0.17922457937088515,0.14045354791514264,0.18215069495245062,0.033650329188002925,1.1,87.6,13.5,15.6,4.7,9.3,34.5,16.5,25.1,21057,847
411145000766,4111450,Marion County,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,85,NA,NA,20,351,4111450,718,Silver Falls School District,0.918,Evergreen Elementary School,0,0.01163,0,0,0.01163,0.96512,0.01163,NA,NA,3,81.8,9.1,9.1,0,62.1,31,5.2,1.7,0.1542483660130719,0.19084967320261437,0.17450980392156862,0.15294117647058825,0.2581699346405229,0.06928104575163399,1.7,91.7,29.5,9.5,11.4,18.6,24.5,4.6,28.5,25685,879
411145000766,4111450,Marion County,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,85,NA,NA,20,351,4111450,718,Silver Falls School District,0.918,Evergreen Elementary School,0,0.01163,0,0,0.01163,0.96512,0.01163,NA,NA,4,NA,NA,NA,NA,62.1,31,5.2,1.7,0.1542483660130719,0.19084967320261437,0.17450980392156862,0.15294117647058825,0.2581699346405229,0.06928104575163399,1.7,91.7,29.5,9.5,11.4,18.6,24.5,4.6,28.5,25685,879
411145000766,4111450,Marion County,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,85,NA,NA,20,351,4111450,718,Silver Falls School District,0.918,Evergreen Elementary School,0,0.01163,0,0,0.01163,0.96512,0.01163,NA,NA,5,66.7,22.2,11.1,0,62.1,31,5.2,1.7,0.1542483660130719,0.19084967320261437,0.17450980392156862,0.15294117647058825,0.2581699346405229,0.06928104575163399,1.7,91.7,29.5,9.5,11.4,18.6,24.5,4.6,28.5,25685,879
411145000766,4111450,Marion County,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,85,NA,NA,20,351,4111450,718,Silver Falls School District,0.918,Evergreen Elementary School,0,0.01163,0,0,0.01163,0.96512,0.01163,NA,NA,6,45.5,36.4,9.1,9.1,62.1,31,5.2,1.7,0.1542483660130719,0.19084967320261437,0.17450980392156862,0.15294117647058825,0.2581699346405229,0.06928104575163399,1.7,91.7,29.5,9.5,11.4,18.6,24.5,4.6,28.5,25685,879
411145000766,4111450,Marion County,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,85,NA,NA,20,351,4111450,718,Silver Falls School District,0.918,Evergreen Elementary School,0,0.01163,0,0,0.01163,0.96512,0.01163,NA,NA,7,NA,NA,NA,NA,62.1,31,5.2,1.7,0.1542483660130719,0.19084967320261437,0.17450980392156862,0.15294117647058825,0.2581699346405229,0.06928104575163399,1.7,91.7,29.5,9.5,11.4,18.6,24.5,4.6,28.5,25685,879
411145000766,4111450,Marion County,97381,41-Rural: Fringe,6-Not eligible for either TAS or SWP,85,NA,NA,20,351,4111450,718,Silver Falls School District,0.918,Evergreen Elementary School,0,0.01163,0,0,0.01163,0.96512,0.01163,NA,NA,8,NA,NA,NA,NA,62.1,31,5.2,1.7,0.1542483660130719,0.19084967320261437,0.17450980392156862,0.15294117647058825,0.2581699346405229,0.06928104575163399,1.7,91.7,29.5,9.5,11.4,18.6,24.5,4.6,28.5,25685,879
410002301322,4100023,Washington County,97124,12-City: Mid-size,6-Not eligible for either TAS or SWP,809,278,65,22.98,546,4100023,1197,Hillsboro School District,1.053,Evergreen Jr High School,0.00384,0.02813,0.00512,0.02813,0.41049,0.47442,0.04987,0.34363411619283063,0.08034610630407911,7,21.5,32.4,18,28.1,19.4,32.9,21.3,26.4,0.13382507903055849,0.19430979978925184,0.15110642781875658,0.13593256059009484,0.2836670179135933,0.101159114857745,3.3,92.7,47.2,8.2,22,22,18.9,5.6,22.4,34401,1183
410002301322,4100023,Washington County,97124,12-City: Mid-size,6-Not eligible for either TAS or SWP,809,278,65,22.98,546,4100023,1197,Hillsboro School District,1.053,Evergreen Jr High School,0.00384,0.02813,0.00512,0.02813,0.41049,0.47442,0.04987,0.34363411619283063,0.08034610630407911,8,17.1,33.4,24.9,24.6,19.4,32.9,21.3,26.4,0.13382507903055849,0.19430979978925184,0.15110642781875658,0.13593256059009484,0.2836670179135933,0.101159114857745,3.3,92.7,47.2,8.2,22,22,18.9,5.6,22.4,34401,1183
410872001271,4108720,Yamhill County,97132,42-Rural: Distant,6-Not eligible for either TAS or SWP,201,34,6,21.54,353,4108720,1218,Newberg School District,0.972,Ewing Young Elementary School,0.00485,0.00485,0,0.00485,0.09223,0.83981,0.0534,0.1691542288557214,0.029850746268656716,3,48.1,22.2,14.8,14.8,34.3,28.3,17.2,20.2,0.16331750091340885,0.20168067226890757,0.1636828644501279,0.1465107782243332,0.25538911216660576,0.06941907197661673,4.8,88.6,33.8,7.3,11.5,18.9,27.2,5.8,26,27000,963
410872001271,4108720,Yamhill County,97132,42-Rural: Distant,6-Not eligible for either TAS or SWP,201,34,6,21.54,353,4108720,1218,Newberg School District,0.972,Ewing Young Elementary School,0.00485,0.00485,0,0.00485,0.09223,0.83981,0.0534,0.1691542288557214,0.029850746268656716,4,37.8,24.3,13.5,24.3,34.3,28.3,17.2,20.2,0.16331750091340885,0.20168067226890757,0.1636828644501279,0.1465107782243332,0.25538911216660576,0.06941907197661673,4.8,88.6,33.8,7.3,11.5,18.9,27.2,5.8,26,27000,963
410872001271,4108720,Yamhill County,97132,42-Rural: Distant,6-Not eligible for either TAS or SWP,201,34,6,21.54,353,4108720,1218,Newberg School District,0.972,Ewing Young Elementary School,0.00485,0.00485,0,0.00485,0.09223,0.83981,0.0534,0.1691542288557214,0.029850746268656716,5,20,37.1,22.9,20,34.3,28.3,17.2,20.2,0.16331750091340885,0.20168067226890757,0.1636828644501279,0.1465107782243332,0.25538911216660576,0.06941907197661673,4.8,88.6,33.8,7.3,11.5,18.9,27.2,5.8,26,27000,963
411082000797,4110820,Marion County,97301,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,542,398,37,18.66,185,4110820,751,Salem-Keizer School District,0.902,Eyre Elementary School,0.00672,0.01176,0.01513,0.0084,0.72437,0.21176,0.02185,0.7343173431734318,0.06826568265682657,3,2.4,14.1,30.6,52.9,5.8,17.8,23.6,52.9,0.30519176800748365,0.3468194574368569,0.18007483629560336,0.0872310570626754,0.072731524789522925,0.007951356407857811,9.9,79.7,14.4,8,4.8,10.7,28.4,12,25.4,25685,879
411082000797,4110820,Marion County,97301,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,542,398,37,18.66,185,4110820,751,Salem-Keizer School District,0.902,Eyre Elementary School,0.00672,0.01176,0.01513,0.0084,0.72437,0.21176,0.02185,0.7343173431734318,0.06826568265682657,4,7.4,14.8,15.7,62,5.8,17.8,23.6,52.9,0.30519176800748365,0.3468194574368569,0.18007483629560336,0.0872310570626754,0.072731524789522925,0.007951356407857811,9.9,79.7,14.4,8,4.8,10.7,28.4,12,25.4,25685,879
411082000797,4110820,Marion County,97301,22-Suburb: Mid-size,5-Eligible for Title I SWP provides SWP program,542,398,37,18.66,185,4110820,751,Salem-Keizer School District,0.902,Eyre Elementary School,0.00672,0.01176,0.01513,0.0084,0.72437,0.21176,0.02185,0.7343173431734318,0.06826568265682657,5,7.2,25.3,26.5,41,5.8,17.8,23.6,52.9,0.30519176800748365,0.3468194574368569,0.18007483629560336,0.0872310570626754,0.072731524789522925,0.007951356407857811,9.9,79.7,14.4,8,4.8,10.7,28.4,12,25.4,25685,879
410204000618,4102040,Lane County,97402,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,402,306,44,22.66,170,4102040,584,Bethel School District,0.88,Fairfield Elementary School,0.01813,0.01813,0,0.00518,0.27461,0.61658,0.06736,0.7611940298507462,0.10945273631840796,3,17.5,22.8,22.8,36.8,12.7,25.9,18.1,43.4,0.2867020050702927,0.3060613044480295,0.1714680802028117,0.10509333947914266,0.1097026964738419,0.020972574325881538,3.9,88.5,23.5,10.2,7.3,14.5,25.4,7.1,33.8,23662,921
410204000618,4102040,Lane County,97402,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,402,306,44,22.66,170,4102040,584,Bethel School District,0.88,Fairfield Elementary School,0.01813,0.01813,0,0.00518,0.27461,0.61658,0.06736,0.7611940298507462,0.10945273631840796,4,9.4,23.4,14.1,53.1,12.7,25.9,18.1,43.4,0.2867020050702927,0.3060613044480295,0.1714680802028117,0.10509333947914266,0.1097026964738419,0.020972574325881538,3.9,88.5,23.5,10.2,7.3,14.5,25.4,7.1,33.8,23662,921
410204000618,4102040,Lane County,97402,12-City: Mid-size,5-Eligible for Title I SWP provides SWP program,402,306,44,22.66,170,4102040,584,Bethel School District,0.88,Fairfield Elementary School,0.01813,0.01813,0,0.00518,0.27461,0.61658,0.06736,0.7611940298507462,0.10945273631840796,5,11.1,33.3,17.8,37.8,12.7,25.9,18.1,43.4,0.2867020050702927,0.3060613044480295,0.1714680802028117,0.10509333947914266,0.1097026964738419,0.020972574325881538,3.9,88.5,23.5,10.2,7.3,14.5,25.4,7.1,33.8,23662,921
411052000998,4110520,Multnomah County,97024,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,349,231,25,17.9,260,4110520,945,Reynolds School District,1,Fairview Elementary School,0.01534,0.04908,0.01227,0.04908,0.37423,0.39571,0.10429,0.66189111747851,0.07163323782234957,3,14.5,9.1,14.5,61.8,13.1,14.6,20.2,52,0.23616236162361623,0.29059040590405905,0.18726937269372693,0.11162361623616236,0.1448339483394834,0.02952029520295203,4.8,85.8,23.2,7.7,7.3,14.3,26.7,9,31.3,30168,1094
411052000998,4110520,Multnomah County,97024,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,349,231,25,17.9,260,4110520,945,Reynolds School District,1,Fairview Elementary School,0.01534,0.04908,0.01227,0.04908,0.37423,0.39571,0.10429,0.66189111747851,0.07163323782234957,4,13.1,11.9,20.2,54.8,13.1,14.6,20.2,52,0.23616236162361623,0.29059040590405905,0.18726937269372693,0.11162361623616236,0.1448339483394834,0.02952029520295203,4.8,85.8,23.2,7.7,7.3,14.3,26.7,9,31.3,30168,1094
411052000998,4110520,Multnomah County,97024,21-Suburb: Large,5-Eligible for Title I SWP provides SWP program,349,231,25,17.9,260,4110520,945,Reynolds School District,1,Fairview Elementary School,0.01534,0.04908,0.01227,0.04908,0.37423,0.39571,0.10429,0.66189111747851,0.07163323782234957,5,11.9,23.7,25.4,39,13.1,14.6,20.2,52,0.23616236162361623,0.29059040590405905,0.18726937269372693,0.11162361623616236,0.1448339483394834,0.02952029520295203,4.8,85.8,23.2,7.7,7.3,14.3,26.7,9,31.3,30168,1094
410702001807,4107020,Klamath County,97603,41-Rural: Fringe,2-Eligible for Title I TAS provides TAS program,84,32,6,17.39,270,4107020,4848,Klamath County School District,0.85,Falcon Heights,0.15972,0,0,0.02778,0.13194,0.61111,0.06944,0.38095238095238093,0.07142857142857142,7,NA,NA,NA,NA,4,20,32,44,0.3230769230769231,0.30256410256410254,0.16923076923076924,0.08717948717948718,0.11794871794871795,0,3.6,89,19.5,11.4,6.9,14.2,33.8,6.3,26.8,23091,740
410702001807,4107020,Klamath County,97603,41-Rural: Fringe,2-Eligible for Title I TAS provides TAS program,84,32,6,17.39,270,4107020,4848,Klamath County School District,0.85,Falcon Heights,0.15972,0,0,0.02778,0.13194,0.61111,0.06944,0.38095238095238093,0.07142857142857142,8,NA,NA,NA,NA,4,20,32,44,0.3230769230769231,0.30256410256410254,0.16923076923076924,0.08717948717948718,0.11794871794871795,0,3.6,89,19.5,11.4,6.9,14.2,33.8,6.3,26.8,23091,740
410000301061,4100003,Polk County,97344,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,129,83,8,11.73,195,4100003,1005,Falls City School District,0.827,Falls City Elementary School,0.01739,0,0,0,0.03478,0.86957,0.07826,0.6434108527131783,0.06201550387596899,3,0,10,50,40,3.4,20.5,29.5,46.6,0.28735632183908044,0.3103448275862069,0.16091954022988506,0.12643678160919541,0.11494252873563218,0,3.7,85,17.4,7.1,5.3,7.8,33.8,14.8,22.6,26256,870
410000301061,4100003,Polk County,97344,42-Rural: Distant,5-Eligible for Title I SWP provides SWP program,129,83,8,11.73,195,4100003,1005,Falls City School District,0.827,Falls City Elementary School,0.01739,0,0,0,0.03478,0.86957,0.07826,0.6434108527131783,0.06201550387596899,4,0,16.7,16.7,66.7,3.4,20.5,29.5,46.6,0.28735632183908044,0.3103448275862069,0.16091954022988506,0.12643678160919541,0.11494252873563218,0,3.7,85,17.4,7.1,5.3,7.8,33.8,14.8,22.6,26256,870
